#{"t_start": 1710787735.6762125, "env_id": "None"}
r,l,t
-1405.3,62,1613.56679
-44.3,25,1613.588795
-1155.3,57,1613.635795
-1952.0,70,1613.698777
-646.5,39,1613.731789
-498.7,38,1613.77779
-3458.6,106,1613.877786
-89.9,22,1613.91479
-2007.5,76,1614.012787
-1704.2,67,1614.07078
-193.2,27,1614.096777
-2607.5,88,1614.173958
-1152.0,54,1614.217976
-3207.5,100,1614.301013
-1052.0,52,1614.347009
-547.6,38,1614.38002
-2454.2,82,1614.448974
-602.0,43,1614.482967
-2405.3,82,1614.549966
-5808.6,153,1614.668968
-2105.3,76,1614.730966
-1154.2,56,1614.794589
-2307.5,82,1614.860606
-2607.5,88,1617.317598
-854.2,50,1617.379597
-448.7,37,1617.428599
-3754.2,108,1617.564614
-448.7,37,1617.599607
-1904.2,71,1617.667609
-2005.3,74,1617.732607
-2956.4,94,1617.812606
-1654.2,66,1617.864649
-1450.9,59,1617.913632
-652.0,44,1617.950129
-900.9,48,1617.992145
-3157.5,99,1618.068182
-1053.1,53,1618.175155
-7858.6,194,1618.342185
-1905.3,72,1618.408154
-1306.4,61,1618.463137
-3255.3,99,1618.547149
-346.5,33,1618.577184
-1152.0,54,1618.630185
-797.6,43,1618.67015
-2155.3,77,1618.740181
-3958.6,116,1618.831181
-446.5,35,1618.865186
-1453.1,61,1618.918145
-552.0,42,1618.960138
-1454.2,62,1619.013137
-2707.5,90,1619.111139
-236.6,22,1619.13116
-442.1,31,1619.16119
-445.4,34,1619.193153
-1956.4,74,1621.647239
-3458.6,106,1621.77624
-494.3,34,1621.817239
-2104.2,75,1621.903254
-6407.5,164,1622.056254
-594.3,36,1622.085252
-1804.2,69,1622.149251
-1455.3,63,1622.202241
-1403.1,60,1622.261282
-2205.3,78,1622.33224
-1955.3,73,1622.401283
-504.2,43,1622.797117
-495.4,35,1622.830134
-396.5,34,1622.86417
-1598.7,60,1622.926133
-400.9,38,1622.961133
-545.4,36,1622.997125
-1099.8,51,1623.044126
-595.4,37,1623.081126
-1603.1,64,1623.144134
-2057.5,77,1623.213126
-2904.2,91,1623.296181
-2105.3,76,1623.363152
-803.1,48,1623.403152
-704.2,47,1623.447126
-399.8,37,1623.481135
-2557.5,87,1623.560126
-1054.2,54,1623.611136
-1200.9,54,1623.664139
-3557.5,107,1623.780171
-952.0,50,1623.826129
-449.8,38,1623.859126
-1702.0,65,1623.913134
-1152.0,54,1623.959181
-394.3,32,1626.25714
-1857.5,73,1626.347126
-1049.8,50,1626.422132
-903.1,50,1626.483129
-536.6,28,1626.530131
-545.4,36,1626.589133
-902.0,49,1626.673127
-353.1,39,1626.727127
-1150.9,53,1626.790129
-2407.5,84,1626.890178
-1806.4,71,1626.977137
-3107.5,98,1627.075126
-2605.3,86,1627.165171
-1203.1,56,1627.214126
-3657.5,109,1627.302128
-1555.3,65,1627.358171
-2105.3,76,1627.430127
-803.1,48,1627.481175
-898.7,46,1627.524173
-39.9,21,1627.544173
-1456.4,64,1627.608127
-3556.4,106,1627.694174
-37.7,19,1627.713128
-141.0,24,1627.737175
-4058.6,118,1627.839127
-1504.2,63,1627.900137
-904.2,51,1627.94617
-394.3,32,1627.976925
-900.9,48,1628.017947
-598.7,40,1628.058934
-697.6,41,1628.113977
-1599.8,61,1628.175945
-2105.3,76,1628.249934
-643.2,36,1628.284935
-2055.3,75,1628.351936
-3507.5,106,1630.613932
-1854.2,70,1630.696519
-6158.6,160,1630.839532
-1453.1,61,1630.891534
-1355.3,61,1630.944365
-849.8,46,1630.983383
-1150.9,53,1631.031381
-955.3,53,1631.079374
-2456.4,84,1631.147372
-5708.6,151,1631.283387
-2757.5,91,1631.359374
-1600.9,62,1631.432374
-2304.2,79,1631.501377
-3857.5,113,1631.593418
-2106.4,77,1631.659375
-3307.5,102,1631.743384
-1902.0,69,1631.798375
-3656.4,108,1631.884382
-2355.3,81,1631.949415
-697.6,41,1631.982419
-2907.5,94,1632.078681
-5758.6,152,1632.19865
-1399.8,57,1632.25065
-1404.2,61,1632.301672
-1455.3,63,1634.59037
-599.8,41,1634.634371
-649.8,42,1634.682368
-1302.0,57,1634.769902
-952.0,50,1634.822912
-645.4,38,1634.857944
-747.6,42,1634.89691
-1850.9,67,1634.957003
-2005.3,74,1635.019092
-3106.4,97,1635.097122
-3655.3,107,1635.182122
-546.5,37,1635.234088
-1805.3,70,1635.296129
-1000.9,50,1635.344081
-2105.3,76,1635.414088
-3958.6,116,1635.511088
-397.6,35,1635.541123
-1854.2,70,1635.600087
-1903.1,70,1635.6621
-1253.1,57,1635.716082
-1604.2,65,1635.799123
-2657.5,89,1635.880113
-2104.2,75,1635.944275
-1102.0,53,1635.989288
-3057.5,97,1636.065228
-3355.3,101,1636.165235
-3206.4,99,1636.243254
-1147.6,50,1636.282237
-1000.9,50,1636.32627
-699.8,43,1636.362236
-446.5,35,1636.394292
-852.0,48,1636.440245
-1302.0,57,1638.848916
-1155.3,57,1638.917917
-2908.6,95,1639.026913
-1554.2,64,1639.091929
-2905.3,92,1639.178925
-3557.5,107,1639.266923
-189.9,24,1639.290926
-3256.4,100,1639.38096
-3356.4,102,1639.493915
-1146.5,49,1639.531957
-2658.6,90,1639.607922
-247.6,32,1639.63096
-2400.9,78,1639.698489
-2605.3,86,1639.771551
-1252.0,56,1639.81554
-1000.9,50,1639.863498
-1304.2,59,1639.912498
-241.0,26,1639.934505
-2857.5,93,1640.009498
-549.8,40,1640.043507
-348.7,35,1640.074856
-1553.1,63,1640.129871
-1605.3,66,1640.189865
-1456.4,64,1640.258866
-2053.1,73,1640.337878
-2806.4,91,1640.413872
-2957.5,95,1640.493906
-1854.2,70,1640.552886
-4558.6,128,1640.663877
-1603.1,64,1642.883866
-900.9,48,1642.953874
-394.3,32,1642.988867
-389.9,28,1643.016869
-998.7,48,1643.075869
10.1,20,1643.095866
-897.6,45,1643.14488
-799.8,45,1643.190708
-855.3,51,1643.239767
-598.7,40,1643.277733
-395.4,33,1643.308763
-903.1,50,1643.356729
-1406.4,63,1643.416732
-498.7,38,1643.494739
-803.1,48,1643.544736
-1157.5,59,1643.600048
-1400.9,58,1643.67905
-1352.0,58,1643.747046
-2156.4,78,1643.820062
-1002.0,51,1643.865048
-1000.9,50,1643.911091
-1152.0,54,1643.960057
-445.4,34,1643.990093
-1199.8,53,1644.033114
-1302.0,57,1644.08208
-652.0,44,1644.124056
-4858.6,134,1644.229059
-2857.5,93,1644.304258
-1552.0,62,1644.354221
-1755.3,69,1644.431258
-498.7,38,1644.464221
-195.4,29,1644.491197
-2858.6,94,1644.571209
-2057.5,77,1644.642273
-297.6,33,1644.674433
-3058.6,98,1644.759433
-2756.4,90,1644.832424
-495.4,35,1647.056956
-998.7,48,1647.114948
-648.7,41,1647.167967
-2306.4,81,1647.273951
-544.3,35,1647.307962
-3207.5,100,1647.399962
-2108.6,79,1647.47596
-5558.6,148,1647.674961
-698.7,42,1647.71095
-2706.4,89,1647.775961
-693.2,37,1647.803995
-1503.1,62,1647.865961
-1305.3,60,1647.931962
-450.9,39,1647.974962
-1354.2,60,1648.028969
-39.9,21,1648.048961
-1554.2,64,1648.127958
-2756.4,90,1648.253952
-5408.6,145,1648.41195
-548.7,39,1648.455971
-852.0,48,1648.510961
-1598.7,60,1648.574974
-648.7,41,1648.621961
-1204.2,57,1648.714963
-3457.5,105,1648.812959
-2906.4,93,1648.894956
-1904.2,71,1648.95795
-4708.6,131,1649.075949
-2053.1,73,1649.138961
-1954.2,72,1651.466586
-496.5,36,1651.515579
-1204.2,57,1651.598577
-899.8,47,1651.65958
-439.9,29,1651.69758
-956.4,54,1651.75659
-552.0,42,1651.797591
-805.3,50,1651.846589
-748.7,43,1651.88959
-1202.0,55,1651.93858
-1304.2,59,1652.02758
-1506.4,65,1652.094582
-3007.5,96,1652.182591
-289.9,26,1652.206593
-500.9,40,1652.244318
-3908.6,115,1652.345328
-1054.2,54,1652.394337
-445.4,34,1652.42534
-5505.3,144,1652.545455
-1653.1,65,1652.600466
-852.0,48,1652.644453
-195.4,29,1652.674443
-2206.4,79,1652.742453
-1450.9,59,1652.790444
-2049.8,70,1652.846452
-1048.7,49,1652.893444
-2105.3,76,1652.999444
-2257.5,81,1653.064453
-139.9,23,1653.082476
-696.5,40,1653.116453
-2858.6,94,1653.197443
-1002.0,51,1653.24245
-293.2,29,1653.269447
-749.8,44,1653.309509
-1905.3,72,1653.376519
-1806.4,71,1653.447533
-239.9,25,1655.615596
-1253.1,57,1655.693606
-905.3,52,1655.762593
-2306.4,81,1655.849641
-2905.3,92,1655.936609
-2705.3,88,1656.012602
-1153.1,55,1656.078462
-3808.6,113,1656.169865
-1002.0,51,1656.211883
-4058.6,118,1656.311881
-589.9,32,1656.339882
-2106.4,77,1656.405873
-697.6,41,1656.440874
-1554.2,64,1656.495874
-1098.7,50,1656.539048
-1155.3,57,1656.585083
-849.8,46,1656.625044
-392.1,30,1656.652084
-2555.3,85,1656.725045
-2855.3,91,1656.828039
-597.6,39,1656.865079
-2104.2,75,1656.931082
-1305.3,60,1657.008044
-3908.6,115,1657.099037
-2056.4,76,1657.176051
-702.0,45,1657.214049
-1654.2,66,1657.282049
-1455.3,63,1657.341045
-1608.6,69,1657.399036
-3456.4,104,1657.491034
-1704.2,67,1659.949039
-2005.3,74,1660.059035
-291.0,27,1660.097039
-1854.2,70,1660.182037
-444.3,33,1660.216039
-441.0,30,1660.249036
-144.3,27,1660.278038
-2255.3,79,1660.354051
-1005.3,54,1660.426036
-1705.3,68,1660.491047
-2007.5,76,1660.560395
-3157.5,99,1660.649708
-249.8,34,1660.682706
-999.8,49,1660.727715
-294.3,30,1660.756705
-5406.4,143,1660.869708
-1406.4,63,1660.922714
-548.7,39,1660.956719
-497.6,37,1660.990257
-1855.3,71,1661.046274
-504.2,43,1661.092266
-544.3,35,1661.128871
-1907.5,74,1661.196889
-2504.2,83,1661.272894
-197.6,31,1661.32328
-602.0,43,1661.364298
-1752.0,66,1661.423306
-1352.0,58,1661.472342
-5507.5,146,1661.587298
-1454.2,62,1661.638299
-1603.1,64,1661.695496
-846.5,43,1661.732495
-2149.8,72,1661.792496
-141.0,24,1661.811514
-346.5,33,1661.84146
-5557.5,147,1664.275437
-446.5,35,1664.31244
-702.0,45,1664.372484
-1653.1,65,1664.453453
-92.1,24,1664.47745
-693.2,37,1664.517472
-4208.6,121,1664.660453
-3054.2,94,1664.741629
-2607.5,88,1664.811664
-1453.1,61,1664.862629
-1404.2,61,1664.913628
-1048.7,49,1664.956675
-350.9,37,1664.990653
-1850.9,67,1665.059623
-4555.3,125,1665.163629
-2758.6,92,1665.245638
-905.3,52,1665.311622
-1200.9,54,1665.372666
-647.6,40,1665.410641
-599.8,41,1665.449631
-548.7,39,1665.597839
-594.3,36,1665.631836
-1300.9,56,1665.684874
-343.2,30,1665.709538
-5207.5,140,1665.821579
-3505.3,104,1665.907547
-386.6,25,1665.92659
-998.7,48,1665.967554
-1197.6,51,1666.011555
-1407.5,64,1666.062557
-448.7,37,1666.094446
-1300.9,56,1666.145499
-2256.4,80,1668.464033
-1307.5,62,1668.556034
-191.0,25,1668.594018
-3457.5,105,1668.706032
-347.6,34,1668.739033
-1400.9,58,1668.813063
-999.8,49,1668.856158
-4107.5,118,1668.95821
-696.5,40,1668.994176
-700.9,44,1669.044172
-698.7,42,1669.07921
-138.8,22,1669.098225
-598.7,40,1669.135171
-2708.6,91,1669.212176
-1306.4,61,1669.262186
-803.1,48,1669.302188
-1754.2,68,1669.360175
-446.5,35,1669.391216
-1048.7,49,1669.431167
-338.8,26,1669.457214
-746.5,41,1669.491212
-93.2,25,1669.512167
-1954.2,72,1669.575177
-1502.0,61,1669.630167
-4856.4,132,1669.797176
-1600.9,62,1669.857177
-444.3,33,1669.890177
-1354.2,60,1669.946182
-1248.7,53,1670.011379
-1052.0,52,1670.073422
-1556.4,66,1670.146384
-495.4,35,1670.181384
-648.7,41,1670.225385
-3158.6,100,1670.312418
-2456.4,84,1670.381389
-1305.3,60,1670.436383
-1152.0,54,1672.692648
-2207.5,80,1672.780629
-1756.4,70,1672.881629
-1204.2,57,1672.940639
-1454.2,62,1673.021628
-546.5,37,1673.052639
-193.2,27,1673.077629
-1654.2,66,1673.141664
-392.1,30,1673.178672
-1849.8,66,1673.239629
-1149.8,52,1673.286639
-296.5,32,1673.314641
-3206.4,99,1673.392694
-2956.4,94,1673.467629
-1300.9,56,1673.510303
-849.8,46,1673.546312
-1450.9,59,1673.598365
-1852.0,68,1673.655341
-752.0,46,1673.692314
-1803.1,68,1673.747319
-2405.3,82,1673.812312
-1202.0,55,1673.876343
-650.9,43,1673.91044
-444.3,33,1673.939476
-1953.1,71,1673.993496
-597.6,39,1674.023456
-649.8,42,1674.057458
-1752.0,66,1674.111457
-2654.2,86,1674.179457
-1904.2,71,1674.240457
-847.6,44,1674.275873
-700.9,44,1674.311913
-2408.6,85,1674.377915
-998.7,48,1674.428881
-93.2,25,1674.455871
-344.3,31,1674.480914
-1198.7,52,1674.527878
-1802.0,67,1676.679865
-1255.3,59,1676.75888
-950.9,49,1676.813866
-950.9,49,1676.89092
-6508.6,167,1677.036152
-1603.1,64,1677.088151
-702.0,45,1677.12515
-1402.0,59,1677.17515
-752.0,46,1677.212142
-2052.0,72,1677.276153
-953.1,51,1677.343158
-847.6,44,1677.391189
-800.9,46,1677.429152
-1203.1,56,1677.477173
-346.5,33,1677.506185
-3258.6,102,1677.588142
-296.5,32,1677.613186
-2006.4,75,1677.679144
-2606.4,87,1677.795157
-549.8,40,1677.831187
-1903.1,70,1677.895191
-703.1,46,1677.940152
-547.6,38,1677.975185
-397.6,35,1678.007151
-1350.9,57,1678.058311
-1102.0,53,1678.107302
-249.8,34,1678.140302
-599.8,41,1678.176301
-493.2,33,1678.208351
-752.0,46,1678.25831
-5306.4,141,1678.380487
-1405.3,62,1678.440495
-1152.0,54,1678.491509
-4307.5,122,1680.93934
-847.6,44,1681.011342
-1100.9,52,1681.111342
-1607.5,68,1681.209356
-38.8,20,1681.229355
-1454.2,62,1681.294349
-5608.6,149,1681.429342
-752.0,46,1681.476352
-1552.0,62,1681.531385
-849.8,46,1681.575347
-1957.5,75,1681.642342
-1305.3,60,1681.694384
-241.0,26,1681.720354
-1150.9,53,1681.773034
-1555.3,65,1681.829054
-188.8,23,1681.85406
-1702.0,65,1681.913056
-1405.3,62,1681.973721
-853.1,49,1682.014731
-3707.5,110,1682.135763
-1353.1,59,1682.19174
-3507.5,106,1682.28774
-1705.3,68,1682.346784
-88.8,21,1682.36483
-397.6,35,1682.396414
-3306.4,101,1682.487423
-2603.1,84,1682.56143
-1305.3,60,1682.617444
-1503.1,62,1682.674431
-1144.3,47,1682.712465
-2403.1,80,1682.787472
-498.7,38,1682.820472
-1256.4,60,1682.874466
-242.1,27,1682.897423
-4258.6,122,1685.263426
-1603.1,64,1685.33047
-1355.3,61,1685.394433
-1152.0,54,1685.455426
-1207.5,60,1685.520439
-243.2,28,1685.54747
-548.7,39,1685.590485
-3407.5,104,1685.68985
-1100.9,52,1685.737852
-345.4,32,1685.764852
-2604.2,85,1685.842852
-1002.0,51,1685.879895
-1098.7,50,1685.915852
-999.8,49,1685.951901
-5558.6,148,1686.048859
-341.0,28,1686.078851
-550.9,41,1686.121865
-1054.2,54,1686.188753
-900.9,48,1686.222672
-1049.8,50,1686.259688
-749.8,44,1686.297681
-747.6,42,1686.342681
-2100.9,72,1686.412688
-1607.5,68,1686.472683
-1906.4,73,1686.537909
-1352.0,58,1686.60195
-2458.6,86,1686.680929
-3908.6,115,1686.773967
-2757.5,91,1686.906928
-1102.0,53,1686.956925
-495.4,35,1686.989928
-902.0,49,1687.03492
-1707.5,70,1687.097919
-193.2,27,1689.458748
-1250.9,55,1689.564752
-999.8,49,1689.635751
-347.6,34,1689.67375
-2557.5,87,1689.757749
-1149.8,52,1689.804794
-5108.6,139,1689.925751
-3808.6,113,1690.022758
-699.8,43,1690.058642
-1400.9,58,1690.109662
-898.7,46,1690.15666
-949.8,48,1690.202658
-3607.5,108,1690.274695
-1004.2,53,1690.310696
-1804.2,69,1690.35866
-448.7,37,1690.399684
-2203.1,76,1690.49166
-294.3,30,1690.520652
-699.8,43,1690.560651
-750.9,45,1690.604656
-546.5,37,1690.640652
-1655.3,67,1690.70266
-752.0,46,1690.742685
-1757.5,71,1690.824713
-1252.0,56,1690.877654
-2256.4,80,1690.974664
-243.2,28,1691.000675
-4258.6,122,1691.114669
-496.5,36,1691.161655
-704.2,47,1691.224654
-899.8,47,1691.288653
-1307.5,62,1691.362653
-653.1,45,1691.412667
-898.7,46,1691.469661
-2954.2,92,1694.04299
-289.9,26,1694.088992
-353.1,39,1694.139992
-1402.0,59,1694.224989
-904.2,51,1694.27899
-397.6,35,1694.321001
-2258.6,82,1694.399003
-1353.1,59,1694.456
-799.8,45,1694.496997
-952.0,50,1694.541989
-3055.3,95,1694.624034
-187.7,22,1694.643005
-1752.0,66,1694.706682
-796.5,42,1694.747015
-2758.6,92,1694.83999
-849.8,46,1694.87804
-648.7,41,1694.921001
-998.7,48,1694.969997
-3008.6,97,1695.080104
-145.4,28,1695.108148
-699.8,43,1695.155112
-603.1,44,1695.200107
-602.0,43,1695.243152
-800.9,46,1695.291104
-900.9,48,1695.337142
-1757.5,71,1695.408112
-345.4,32,1695.442104
-1250.9,55,1695.497113
-2107.5,78,1695.576103
-5957.5,155,1695.712112
-1300.9,56,1695.772155
-502.0,41,1695.808113
-36.6,18,1695.825103
-494.3,34,1695.856102
-1253.1,57,1695.907103
-899.8,47,1695.947103
-1099.8,51,1695.992103
-443.2,32,1696.044624
-1053.1,53,1698.50229
-549.8,40,1698.539304
-2804.2,89,1698.65938
-598.7,40,1698.729379
-1754.2,68,1698.806426
-395.4,33,1698.838428
-3555.3,105,1698.930427
-1252.0,56,1698.978432
-1853.1,69,1699.038387
-699.8,43,1699.085382
-1806.4,71,1699.167425
-1054.2,54,1699.224574
-952.0,50,1699.270615
-4557.5,127,1699.370602
-445.4,34,1699.396617
-953.1,51,1699.467616
-1155.3,57,1699.5116
-2357.5,83,1699.578608
-396.5,34,1699.607602
-398.7,36,1699.64061
-603.1,44,1699.687212
-3157.5,99,1699.762216
-1704.2,67,1699.823178
-799.8,45,1699.861179
-1804.2,69,1699.921206
-3258.6,102,1700.001257
-2507.5,86,1700.071221
-852.0,48,1700.109226
-1099.8,51,1700.157325
-2807.5,92,1700.239335
-1304.2,59,1700.291378
-2957.5,95,1700.390379
-444.3,33,1700.420371
-2103.1,74,1702.801515
-2005.3,74,1702.908637
-1203.1,56,1702.986632
-647.6,40,1703.024667
-1703.1,66,1703.089667
-3155.3,97,1703.184639
-752.0,46,1703.223639
-545.4,36,1703.256692
-545.4,36,1703.290666
-2106.4,77,1703.356664
-2756.4,90,1703.430623
-446.5,35,1703.459632
-545.4,36,1703.489666
-1200.9,54,1703.53563
-1704.2,67,1703.590832
-2305.3,80,1703.686828
-1602.0,63,1703.738794
-1400.9,58,1703.78683
-1147.6,50,1703.825837
-1050.9,51,1703.868863
-3705.3,108,1703.954828
-895.4,43,1703.988828
-491.0,31,1704.015807
-2706.4,89,1704.093821
-747.6,42,1704.127807
-1104.2,55,1704.175828
-896.5,44,1704.211792
-2807.5,92,1704.29124
-191.0,25,1704.311274
-600.9,42,1704.346294
-649.8,42,1704.382243
-949.8,48,1704.425243
-1803.1,68,1704.510264
-599.8,41,1704.54423
-1252.0,56,1704.593231
-1149.8,52,1707.062245
-2752.0,86,1707.179245
-2354.2,80,1707.282249
-955.3,53,1707.341289
-1148.7,51,1707.392253
-2303.1,78,1707.474294
-187.7,22,1707.49529
-2907.5,94,1707.587257
-949.8,48,1707.630258
-1152.0,54,1707.683264
-1245.4,50,1707.728298
-1756.4,70,1707.797259
-1053.1,53,1707.85127
-802.0,47,1707.892286
-796.5,42,1707.935272
-648.7,41,1707.995307
-1554.2,64,1708.056292
-2407.5,84,1708.129288
-3605.3,106,1708.222306
-344.3,31,1708.25231
-906.4,53,1708.303403
-802.0,47,1708.34433
-852.0,48,1708.424341
-287.7,24,1708.457341
-3507.5,106,1708.56334
-244.3,29,1708.603365
-1303.1,58,1708.678339
-402.0,39,1708.726383
-2304.2,79,1708.805341
-91.0,23,1708.825406
-1253.1,57,1708.879349
-1654.2,66,1708.941339
-896.5,44,1708.980351
-850.9,47,1709.048349
-544.3,35,1709.07835
-1406.4,63,1709.139347
-1450.9,59,1709.193339
-8908.6,215,1711.851713
-4207.5,120,1711.957708
-1504.2,63,1712.023679
-2253.1,77,1712.093684
-498.7,38,1712.1257
-193.2,27,1712.151678
-1003.1,52,1712.195673
-1703.1,66,1712.253674
-4307.5,122,1712.356673
-1052.0,52,1712.426872
-648.7,41,1712.466841
-1206.4,59,1712.517859
-1052.0,52,1712.562901
-2004.2,73,1712.644839
-647.6,40,1712.68883
-394.3,32,1712.750836
-2005.3,74,1712.864829
-2007.5,76,1712.963834
-799.8,45,1713.026967
-2458.6,86,1713.127936
-955.3,53,1713.188923
-296.5,32,1713.222938
-2958.6,96,1713.329937
-1555.3,65,1713.399934
-1050.9,51,1713.448935
-1004.2,53,1713.500939
-1203.1,56,1713.592931
-648.7,41,1713.635928
-3058.6,98,1713.719976
-3904.2,111,1715.937064
-1806.4,71,1716.036066
-399.8,37,1716.092067
-2154.2,76,1716.179066
-1103.1,54,1716.229076
-1050.9,51,1716.277066
-1004.2,53,1716.324401
-142.1,25,1716.345411
-2956.4,94,1716.427411
-1454.2,62,1716.481417
-5757.5,151,1716.621756
-1654.2,66,1716.699752
-3208.6,101,1716.781791
-1002.0,51,1716.826751
-1955.3,73,1716.889748
-1503.1,62,1716.940755
-4458.6,126,1717.044749
-750.9,45,1717.085757
-1500.9,60,1717.135756
-1103.1,54,1717.178756
-1957.5,75,1717.241756
-1750.9,65,1717.295748
-1854.2,70,1717.355789
-652.0,44,1717.393755
-137.7,21,1717.412761
-598.7,40,1717.452757
-2055.3,75,1717.519798
-497.6,37,1717.575399
-397.6,35,1717.606362
-3257.5,101,1717.68938
-546.5,37,1717.720371
-5658.6,150,1720.357409
-1202.0,55,1720.445393
-1755.3,69,1720.569391
-1053.1,53,1720.627403
-1954.2,72,1720.704397
-3807.5,112,1720.853392
-193.2,27,1720.882408
-995.4,45,1720.927436
-696.5,40,1720.969393
-953.1,51,1721.017458
-4007.5,116,1721.117442
-1248.7,53,1721.185391
-244.3,29,1721.208392
-1153.1,55,1721.254436
-2256.4,80,1721.320514
-502.0,41,1721.35452
-1356.4,62,1721.404552
-952.0,50,1721.449534
-1703.1,66,1721.505509
-1254.2,58,1721.556508
-2256.4,80,1721.623508
-1204.2,57,1721.671509
-600.9,42,1721.706517
-554.2,44,1721.742555
-2705.3,88,1721.814511
-1957.5,75,1721.875419
-1602.0,63,1721.929437
-345.4,32,1721.95747
-642.1,35,1721.990445
-748.7,43,1722.053929
-1305.3,60,1722.10395
-950.9,49,1722.143951
-345.4,32,1722.17295
-743.2,38,1722.204983
-3455.3,103,1722.287951
-799.8,45,1722.324948
-1856.4,72,1724.898291
-299.8,35,1724.94429
-2405.3,82,1725.042289
-3207.5,100,1725.1423
-398.7,36,1725.176291
-4707.5,130,1725.297322
-1403.1,60,1725.351339
-1352.0,58,1725.4013
-2158.6,80,1725.494298
-1000.9,50,1725.541296
-650.9,43,1725.578298
-1307.5,62,1725.638291
-649.8,42,1725.692289
-2605.3,86,1725.789301
-2657.5,89,1725.865298
-749.8,44,1725.90229
-502.0,41,1725.93735
-1204.2,57,1725.98431
-2657.5,89,1726.056417
-902.0,49,1726.094497
-393.2,31,1726.122456
-286.6,23,1726.141456
-2907.5,94,1726.212467
-1406.4,63,1726.268465
-2807.5,92,1726.350469
-2006.4,75,1726.440459
-545.4,36,1726.477468
-3658.6,110,1726.569466
-599.8,41,1726.603505
-1355.3,61,1726.654464
-2106.4,77,1726.714529
-1355.3,61,1729.049
-143.2,26,1729.083009
-948.7,47,1729.142001
-1098.7,50,1729.204001
-1655.3,67,1729.28004
-287.7,24,1729.304011
-449.8,38,1729.340024
-904.2,51,1729.388093
-1350.9,57,1729.441164
-6208.6,161,1729.580224
-1254.2,58,1729.629225
-3158.6,100,1729.741223
-2506.4,85,1729.810231
-145.4,28,1729.837283
-1155.3,57,1729.885742
-596.5,38,1729.942742
-698.7,42,1729.987742
-2356.4,82,1730.057751
-2007.5,76,1730.121741
-1104.2,55,1730.170741
-3107.5,98,1730.252749
-1755.3,69,1730.310782
-1805.3,70,1730.373741
-3958.6,116,1730.486787
-747.6,42,1730.52319
-495.4,35,1730.556201
-294.3,30,1730.694071
-2508.6,87,1730.766125
-444.3,33,1730.791123
-2056.4,76,1730.85814
-949.8,48,1730.895099
-1455.3,63,1730.944099
-2104.2,75,1731.007089
-442.1,31,1731.03508
-1607.5,68,1733.242764
-5058.6,138,1733.408811
-847.6,44,1733.450812
-747.6,42,1733.489766
-85.5,18,1733.50778
-37.7,19,1733.524807
-350.9,37,1733.559818
-447.6,36,1733.593824
-548.7,39,1733.625764
-2857.5,93,1733.701772
-2056.4,76,1733.778765
-3656.4,108,1733.858763
-5608.6,149,1733.968809
-599.8,41,1734.002772
-595.4,37,1734.041812
-848.7,45,1734.087765
-1100.9,52,1734.12777
-3608.6,109,1734.211772
-1052.0,52,1734.269994
-842.1,39,1734.308948
-243.2,28,1734.345957
-850.9,47,1734.412975
64.5,15,1734.428951
-650.9,43,1734.475949
-1902.0,69,1734.543959
-295.4,31,1734.575998
-543.2,34,1734.61195
-2256.4,80,1734.717195
-292.1,28,1734.745197
-2454.2,82,1734.823205
-342.1,29,1734.854195
-949.8,48,1734.894204
-2005.3,74,1734.959203
-4207.5,120,1735.054236
-3256.4,100,1735.139202
-653.1,45,1737.419347
-348.7,35,1737.478346
-2807.5,92,1737.585346
-1003.1,52,1737.637346
-16358.6,364,1737.951372
-702.0,45,1737.993359
-2308.6,83,1738.068353
-2355.3,81,1738.150347
-2154.2,76,1738.254356
-1452.0,60,1738.313377
-3456.4,104,1738.419479
-198.7,32,1738.461483
-3056.4,96,1738.575523
-1103.1,54,1738.6295
